,xG,npxG,goals,xA,assists,key_passes,shots,xGChain,minutes,team_xGA,team_xG,opponent_xGA,opponent_xG,team_goals_conceded,team_goals_scored,saves,opponent_attack_strength,opponent_defense_strength,points
2056,0.0,0.0,0,0.0,0,0,0,0.0,90,1.30694,0.513439,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
1281,0.013592022471129894,0.013592022471129894,0,0.0,0,0,1,0.07142232358455658,32,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,1.0
2244,0.0,0.0,0,0.0,0,0,0,0.0,48,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,3.0,1.0,0.0,1030.0,1010.0,-1.0
4806,0.0,0.0,0,0.2958645820617676,1,3,0,0.776477575302124,78,0.603749,2.53386,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,11.0
5092,0.02364322915673256,0.02364322915673256,0,0.0,0,0,1,0.019659463316202164,90,0.645616,1.95502,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1030.0,1010.0,3.0
2377,0.06543221324682236,0.06543221324682236,0,0.0,0,0,1,0.15819089114665985,14,0.742397,0.584016,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,1.0
4182,0.07870110869407654,0.07870110869407654,0,0.3110863566398621,0,1,2,0.4060039818286896,67,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
5054,0.0,0.0,0,0.0,0,0,0,0.18128858506679532,90,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,1.0,1120.0,1020.0,2.0
202,0.0,0.0,0,0.0,0,0,0,0.10489729046821594,23,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1030.0,1010.0,1.0
6222,0.0,0.0,0,0.08555887639522552,0,2,0,0.2966742515563965,90,0.809312,1.90755,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
1175,0.5104826092720032,0.5104826092720032,0,0.0,0,0,2,1.2344956398010254,60,0.603749,2.53386,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,1.0
6964,0.0,0.0,0,0.0,0,0,0,0.0,90,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
5854,0.07970656454563141,0.07970656454563141,0,0.009182261303067207,0,1,1,0.2969066500663757,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1030.0,1010.0,0.0
3870,0.0,0.0,0,0.0,0,0,0,0.09026691317558287,90,0.0515836,0.9610879999999999,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,6.0
2626,0.0,0.0,0,0.0,0,0,0,0.8064092397689819,90,1.28331,1.7534299999999998,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,3.0
3886,0.0,0.0,0,0.0,0,0,0,1.1607521772384644,90,0.559383,2.24159,53.351257149130106,29.741021980065852,1.0,4.0,0.0,1120.0,1020.0,2.0
6129,0.04942066967487335,0.04942066967487335,0,0.0,0,0,1,0.350483238697052,90,0.761169,1.0935,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
289,1.940379858016968,1.940379858016968,0,0.466934859752655,1,3,10,1.7880489826202393,90,0.849086,4.58214,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1120.0,1020.0,11.0
6824,0.0,0.0,0,0.17477098107337952,0,2,0,0.38181227445602417,90,0.849086,4.58214,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1120.0,1020.0,6.0
2386,0.04812527820467949,0.04812527820467949,0,0.0,0,0,1,0.07723069936037064,50,1.9145599999999998,1.0973700000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,1.0
1661,0.8530063629150391,0.8530063629150391,0,0.09738336503505708,0,1,4,0.8472163677215576,43,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,1.0
5167,0.0,0.0,0,0.0,0,0,0,0.0,90,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
3895,0.0,0.0,0,0.11575200408697127,0,1,0,0.12990668416023254,90,1.84443,1.40792,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
1090,0.8493795394897461,0.8493795394897461,2,0.11199180036783217,1,1,2,0.9642402529716492,77,0.48931800000000003,2.86902,53.351257149130106,29.741021980065852,0.0,7.0,0.0,1030.0,1010.0,16.0
2780,0.1395006775856018,0.1395006775856018,0,0.0,0,0,2,0.1395006775856018,90,1.3956899999999999,1.2626700000000002,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
3841,0.049920614808797836,0.049920614808797836,1,0.0,0,0,1,1.2008154392242432,90,0.48931800000000003,2.86902,53.351257149130106,29.741021980065852,0.0,7.0,0.0,1030.0,1010.0,8.0
6231,0.021654270589351654,0.021654270589351654,0,0.07984666526317596,0,2,1,0.15822133421897888,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,6.0
1472,0.0,0.0,0,0.0,0,0,0,0.0,26,1.6865599999999998,0.567234,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
2641,0.0,0.0,0,0.0,0,0,0,0.0,46,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,1.0
5864,0.0,0.0,0,0.0,0,0,0,0.0,5,0.629033,3.30321,53.351257149130106,29.741021980065852,1.0,3.0,0.0,1030.0,1010.0,1.0
4257,0.07283513247966766,0.07283513247966766,0,0.08975359052419662,1,1,1,0.1811228096485138,90,1.6865599999999998,0.567234,53.351257149130106,29.741021980065852,5.0,1.0,0.0,1120.0,1020.0,1.0
5031,0.0,0.0,0,0.0,0,0,0,0.2364811897277832,90,0.602167,3.85472,60.268236809410155,39.404894798994064,0.0,4.0,0.0,1030.0,1010.0,0.0
3468,0.0,0.0,0,0.0,0,0,0,0.13774164021015167,42,0.849086,4.58214,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1120.0,1020.0,1.0
1709,0.014051612466573715,0.014051612466573715,0,0.0,0,0,1,0.050818637013435364,90,1.9145599999999998,1.0973700000000002,53.351257149130106,29.741021980065852,3.0,1.0,0.0,1120.0,1020.0,2.0
504,0.12104620039463045,0.12104620039463045,1,0.0,0,0,2,0.06600268930196762,90,0.0515836,0.9610879999999999,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,8.0
6110,0.0448516383767128,0.0448516383767128,0,0.0,0,0,1,0.31036531925201416,90,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
1455,0.09243746846914293,0.09243746846914293,1,0.0,0,0,2,0.11005181074142456,90,0.10324900000000001,2.5143299999999997,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,13.0
2581,0.0,0.0,0,0.0,0,0,0,0.2406691163778305,90,0.629033,3.30321,53.351257149130106,29.741021980065852,2.0,3.0,0.0,1030.0,1010.0,1.0
4150,0.0,0.0,0,0.28610777854919434,0,1,0,0.4751700460910797,90,0.603749,2.53386,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
4241,0.0,0.0,0,0.0,0,0,0,0.0,90,1.30694,0.513439,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,1.0
1035,0.022440355271101,0.022440355271101,0,0.1266293227672577,0,1,1,0.4941960275173187,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1030.0,1010.0,2.0
428,0.4427848756313324,0.4427848756313324,0,0.06739412248134613,0,1,3,0.5822855830192566,90,1.3956899999999999,1.2626700000000002,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
796,0.04494864866137505,0.04494864866137505,0,0.038641411811113364,0,2,1,0.12890832126140594,90,0.0515836,0.9610879999999999,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,2.0
4230,0.0,0.0,0,0.0,0,0,0,0.0,12,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,1.0
306,0.2800244987010956,0.2800244987010956,0,0.03153334558010101,1,1,4,0.42229002714157104,90,0.809312,1.90755,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,5.0
2152,0.051827669143676765,0.051827669143676765,0,0.0,0,0,2,0.3860855102539063,71,1.9145599999999998,1.0973700000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
5048,0.0,0.0,0,0.0,0,0,0,0.0,90,0.629033,3.30321,53.351257149130106,29.741021980065852,2.0,3.0,1.0,1030.0,1010.0,1.0
4218,0.0,0.0,0,0.0,0,0,0,0.0265324991196394,81,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
3801,0.0,0.0,0,0.03367660939693451,0,2,0,0.21496520936489105,42,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,1.0
884,1.2033746242523191,1.2033746242523191,1,0.5805090665817261,0,2,5,0.7408865690231323,90,0.849086,4.58214,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1120.0,1020.0,9.0
1652,0.3205833435058594,0.3205833435058594,0,0.0,0,0,3,0.3346349596977234,40,1.9145599999999998,1.0973700000000002,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
3908,0.03830699622631073,0.03830699622631073,0,0.0,0,0,1,0.7128404378890991,18,0.559383,2.24159,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,1.0
1069,0.10358995199203493,0.10358995199203493,0,0.0,0,0,1,0.25538524985313416,90,0.10324900000000001,2.5143299999999997,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,2.0
6841,0.09464368224143982,0.09464368224143982,0,0.10769938677549362,0,2,2,0.2219471782445908,90,1.30694,0.513439,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
2421,0.27647000551223755,0.27647000551223755,1,0.0,0,0,3,0.27647000551223755,90,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,7.0
1610,0.08121837675571443,0.08121837675571443,0,0.07413995265960692,0,2,2,0.08121837675571443,90,0.709634,0.368554,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1120.0,1020.0,3.0
4012,0.047152422368526466,0.047152422368526466,0,0.0,0,0,1,0.11413388699293135,90,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
6170,0.0,0.0,0,0.26361411809921265,0,3,0,0.337624728679657,90,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,0.0
161,0.7477152347564697,0.7477152347564697,0,0.11067015677690506,0,1,2,1.075752019882202,90,0.603749,2.53386,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
5841,0.0249041598290205,0.0249041598290205,0,0.014798256568610668,0,1,2,0.6602520346641539,90,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,8.0
4027,0.14449737966060638,0.14449737966060638,1,0.016628321260213852,0,1,3,0.3508777916431427,90,0.809312,1.90755,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,7.0
2168,0.06738541275262833,0.06738541275262833,0,0.013442347757518291,0,1,1,0.0808277577161789,48,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,1.0
466,0.04023576527833938,0.04023576527833938,0,0.0,0,0,1,0.01945720799267292,90,0.709634,0.368554,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1120.0,1020.0,3.0
2611,0.04471928626298904,0.04471928626298904,0,0.0,0,0,1,0.059822790324687965,90,0.645616,1.95502,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1030.0,1010.0,3.0
4035,0.109432652592659,0.109432652592659,0,0.04919927194714546,0,2,2,0.4107704162597656,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,3.0
4084,0.0,0.0,0,0.0,0,0,0,0.0,17,1.28331,1.7534299999999998,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,1.0
6568,0.0,0.0,0,0.0,0,0,0,0.0,86,1.84443,1.40792,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
1591,0.03952454775571823,0.03952454775571823,0,0.13432110846042633,0,4,2,0.3152354061603546,90,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,3.0
6146,0.0,0.0,0,0.0,0,0,0,0.05341636016964912,90,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,6.0
2283,0.024528112262487408,0.024528112262487408,0,0.18292392790317533,0,3,1,0.2615498602390289,24,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,1.0
4073,0.0,0.0,0,0.0,0,0,0,0.0,17,0.645616,1.95502,53.351257149130106,29.741021980065852,0.0,3.0,0.0,1030.0,1010.0,1.0
4103,0.14148640632629395,0.14148640632629395,0,0.09283816814422607,0,1,1,0.1231233850121498,90,0.809312,1.90755,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
2588,0.0,0.0,0,0.0,0,0,0,0.26472941040992737,90,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
449,1.220483660697937,1.220483660697937,1,0.12518389523029327,0,2,3,1.6503151655197144,90,1.28331,1.7534299999999998,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,8.0
3997,0.0,0.0,0,0.0,0,0,0,0.0,11,0.809312,1.90755,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,1.0
4140,0.09327997267246246,0.09327997267246246,0,0.0,0,0,1,0.09327997267246246,12,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,1.0
1518,0.0265324991196394,0.0265324991196394,0,0.27738741040229803,0,3,1,0.046328172087669366,90,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
5828,0.019795672968029976,0.019795672968029976,0,0.0,0,0,1,0.046328172087669366,90,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
18,0.5045798420906067,0.5045798420906067,1,0.035972196608781815,0,1,5,0.4314661920070648,90,1.84443,1.40792,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,9.0
4127,0.0,0.0,0,0.0,0,0,0,0.0,24,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,1.0
6654,0.0,0.0,0,0.0,0,0,0,0.0,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,3.0,1030.0,1010.0,1.0
5150,0.0,0.0,0,0.0,0,0,0,0.09779495000839232,90,0.723112,1.23419,53.351257149130106,29.741021980065852,1.0,2.0,1.0,1120.0,1020.0,2.0
6196,0.0,0.0,0,0.0,0,0,0,0.13897447288036344,12,0.603749,2.53386,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,1.0
5076,0.0,0.0,0,0.0,0,0,0,0.02754500322043896,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,5.0
2162,0.15064983069896698,0.15064983069896698,0,0.15814141929149628,0,4,2,1.142117619514465,90,0.629033,3.30321,53.351257149130106,29.741021980065852,2.0,3.0,0.0,1030.0,1010.0,2.0
152,0.4571971595287323,0.4571971595287323,1,0.0,0,0,2,0.4571971595287323,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1030.0,1010.0,7.0
1632,0.13900163769721985,0.13900163769721985,0,0.0,0,0,2,0.1727251410484314,90,0.742397,0.584016,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,3.0
3953,0.0,0.0,0,0.0,0,0,0,2.024375438690185,90,0.602167,3.85472,53.351257149130106,29.741021980065852,1.0,4.0,0.0,1030.0,1010.0,2.0
2317,0.0,0.0,0,0.0995037630200386,0,2,0,0.4314769208431244,90,0.370278,2.6476900000000003,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,3.0
5146,0.0,0.0,0,0.0,0,0,0,0.0,90,0.443115,2.27189,53.351257149130106,29.741021980065852,1.0,2.0,0.0,1030.0,1010.0,2.0
3971,0.04994862526655197,0.04994862526655197,0,0.020349303260445598,0,1,1,0.5351099371910095,90,0.10324900000000001,2.5143299999999997,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,5.0
6185,0.07855723053216934,0.07855723053216934,0,0.0,0,0,1,0.2839949429035187,83,0.761169,1.0935,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
4113,0.0,0.0,0,0.0,0,0,0,0.07072398066520691,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,6.0
1532,0.0,0.0,0,0.9498165249824524,1,4,0,0.9346302151679992,78,0.802767,1.34895,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,7.0
806,0.11660051345825195,0.11660051345825195,0,0.09779495000839232,0,1,3,0.2342134416103363,72,0.723112,1.23419,53.351257149130106,29.741021980065852,1.0,2.0,0.0,1120.0,1020.0,2.0
6138,0.0,0.0,0,0.06532300263643265,0,1,0,0.12799187004566193,90,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,1.0
5257,0.0,0.0,0,0.0678313821554184,0,1,0,0.0678313821554184,90,1.3956899999999999,1.2626700000000002,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
4396,0.1398545503616333,0.1398545503616333,0,0.018893089145421985,0,1,5,0.29910269379615784,90,0.761169,1.0935,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,1.0
1721,0.484790712594986,0.484790712594986,2,0.0,0,0,2,0.06563306599855423,90,0.0515836,0.9610879999999999,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,21.0
5870,0.0,0.0,0,0.0,0,0,0,0.07450447231531143,8,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,1.0
4349,0.0,0.0,0,0.10051122307777403,0,1,0,0.15156397223472595,90,0.629033,3.30321,53.351257149130106,29.741021980065852,2.0,3.0,0.0,1030.0,1010.0,2.0
1003,0.0,0.0,0,0.0,0,0,0,0.2877243757247925,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1030.0,1010.0,0.0
776,0.423518568277359,0.423518568277359,0,0.07249096035957336,0,1,6,0.5482516288757324,90,0.761169,1.0935,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,2.0
396,1.1400951147079468,0.3789262771606445,0,0.0,0,0,3,0.3789262771606445,73,0.321348,1.7213200000000002,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1030.0,1010.0,0.0
6873,0.0,0.0,0,0.0,0,0,0,0.1540711373090744,44,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,0.0
2363,0.2552458941936493,0.2552458941936493,0,0.0,0,0,4,0.2552458941936493,90,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,2.0
3529,0.0,0.0,0,0.09142127633094788,0,2,0,0.17493736743927002,90,0.370278,2.6476900000000003,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,6.0
6072,0.02159054018557072,0.02159054018557072,0,0.0,0,0,1,0.0,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,2.0
2660,0.0,0.0,0,0.0797777846455574,0,1,0,0.26743027567863464,90,2.81049,1.0525799999999998,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
715,0.04519351944327354,0.04519351944327354,0,0.0,0,0,2,0.04519351944327354,82,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
989,0.043568983674049384,0.043568983674049384,0,0.12977032363414764,1,2,2,0.3416072428226471,90,0.370278,2.6476900000000003,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,12.0
5320,0.0,0.0,0,0.05409783124923706,0,1,0,0.24530662596225736,90,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,3.0
1769,0.05409783124923706,0.05409783124923706,0,0.21619291603565216,0,4,1,0.14234553277492526,90,0.0880148,0.813134,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,3.0
3632,0.09839723259210588,0.09839723259210588,0,0.33263731002807617,1,1,2,0.4751631617546082,90,0.48931800000000003,2.86902,53.351257149130106,29.741021980065852,0.0,7.0,0.0,1030.0,1010.0,9.0
1820,0.0600336566567421,0.0600336566567421,0,0.1807657778263092,0,3,2,0.3608218729496002,90,1.9145599999999998,1.0973700000000002,53.351257149130106,29.741021980065852,3.0,1.0,0.0,1120.0,1020.0,2.0
3615,0.01594415120780468,0.01594415120780468,0,0.0,0,0,1,0.0354013592004776,90,0.709634,0.368554,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1120.0,1020.0,3.0
5791,0.0,0.0,0,0.017839938402175903,0,1,0,0.3046476244926453,90,1.28331,1.7534299999999998,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,7.0
6053,0.0,0.0,0,0.0,0,0,0,0.8195910453796387,90,0.603749,2.53386,53.351257149130106,29.741021980065852,1.0,1.0,5.0,1120.0,1020.0,3.0
3592,0.09593557566404344,0.09593557566404344,0,0.0668288841843605,0,2,1,0.0668288841843605,90,1.30694,0.513439,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
4377,0.013789617456495762,0.013789617456495762,0,0.0,0,0,1,0.2644701302051544,90,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,2.0
2555,0.1572442352771759,0.1572442352771759,0,0.09847522526979446,0,2,3,0.3727747201919556,82,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
1798,0.0,0.0,0,0.0,0,0,0,0.09700919687747957,16,0.742397,0.584016,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,1.0
4356,0.02949774451553822,0.02949774451553822,0,0.0,0,0,2,0.17138762772083282,90,1.0910799999999998,0.44946899999999995,53.351257149130106,29.741021980065852,1.0,1.0,0.0,1120.0,1020.0,2.0
3567,0.08975359052419662,0.08975359052419662,1,0.0,0,0,1,0.1811228096485138,90,1.6865599999999998,0.567234,53.351257149130106,29.741021980065852,5.0,1.0,0.0,1120.0,1020.0,7.0
3543,0.036998867988586426,0.036998867988586426,0,0.0,0,0,1,0.036998867988586426,90,1.30169,0.8479129999999999,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1030.0,1010.0,0.0
5343,0.0,0.0,0,0.0,0,0,0,0.4862187504768372,72,0.559383,2.24159,53.351257149130106,29.741021980065852,1.0,4.0,0.0,1120.0,1020.0,2.0
6942,0.02710240893065929,0.02710240893065929,0,0.0,0,0,2,0.02710240893065929,42,1.6865599999999998,0.567234,53.351257149130106,29.741021980065852,4.0,1.0,0.0,1120.0,1020.0,1.0
5339,0.0,0.0,0,0.01596311293542385,1,1,0,0.0957408919930458,10,2.81049,1.0525799999999998,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1120.0,1020.0,4.0
317,0.5163454413414001,0.5163454413414001,1,0.11820627748966216,1,1,2,0.6592447757720947,90,0.5348930000000001,1.27929,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1030.0,1010.0,12.0
138,1.0135546922683716,1.0135546922683716,1,0.0,0,0,5,1.1425204277038574,90,0.370278,2.6476900000000003,53.351257149130106,29.741021980065852,0.0,2.0,0.0,1120.0,1020.0,6.0
4943,0.0,0.0,0,0.0,0,0,0,0.0,90,1.84443,1.40792,53.351257149130106,29.741021980065852,1.0,1.0,4.0,1030.0,1010.0,3.0
1789,0.23797328770160675,0.23797328770160675,0,0.12638568878173828,0,2,6,0.8068348169326782,90,2.81049,1.0525799999999998,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,2.0
49,0.3620800971984863,0.3620800971984863,2,0.2817293107509613,1,1,2,0.8520671725273132,31,0.48931800000000003,2.86902,53.351257149130106,29.741021980065852,0.0,7.0,0.0,1030.0,1010.0,16.0
6310,0.10197020322084427,0.10197020322084427,0,0.1034446656703949,0,1,1,0.2625342607498169,90,0.598888,0.323158,53.351257149130106,29.741021980065852,2.0,0.0,0.0,1030.0,1010.0,1.0
3586,0.04873307049274445,0.04873307049274445,0,0.10197020322084427,0,1,1,0.2541479468345642,90,0.598888,0.323158,53.351257149130106,29.741021980065852,2.0,0.0,0.0,1030.0,1010.0,0.0
5357,0.0,0.0,0,0.0,0,0,0,0.0,90,1.30694,0.513439,53.351257149130106,29.741021980065852,1.0,0.0,3.0,1030.0,1010.0,3.0
6580,0.0,0.0,0,0.0,0,0,0,0.08166369795799255,66,1.36877,0.45090699999999995,53.351257149130106,29.741021980065852,1.0,0.0,0.0,1030.0,1010.0,2.0
3645,0.0,0.0,0,0.0,0,0,0,1.2937594652175903,90,0.559383,2.24159,53.351257149130106,29.741021980065852,1.0,4.0,0.0,1120.0,1020.0,2.0
1392,0.10517247021198273,0.10517247021198273,0,0.45790457725524897,1,3,3,0.12890832126140594,72,0.0515836,0.9610879999999999,53.351257149130106,29.741021980065852,0.0,4.0,0.0,1120.0,1020.0,7.0
1829,0.04273751378059387,0.04273751378059387,0,0.06592986732721329,0,2,1,0.3663367629051209,90,0.179886,2.5920400000000003,53.351257149130106,29.741021980065852,2.0,1.0,0.0,1120.0,1020.0,1.0
732,0.1783539205789566,0.1783539205789566,0,0.07781993597745895,0,1,2,0.10240545868873596,76,0.742397,0.584016,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1030.0,1010.0,2.0
3706,0.023366855457425117,0.023366855457425117,0,0.01945720799267292,0,1,1,0.04282406345009804,90,0.709634,0.368554,53.351257149130106,29.741021980065852,0.0,0.0,0.0,1120.0,1020.0,8.0
4291,0.01981797255575657,0.01981797255575657,0,0.0,0,0,1,0.2348034232854843,90,0.723112,1.23419,53.351257149130106,29.741021980065852,1.0,2.0,0.0,1120.0,1020.0,2.0
2572,0.0,0.0,0,0.0523938462138176,0,1,0,0.02146080136299133,7,0.761169,1.0935,53.351257149130106,29.741021980065852,0.0,1.0,0.0,1030.0,1010.0,1.0
6271,0.0,0.0,0,0.0,0,0,0,0.031576987355947495,90,0.742397,0.584016,53.351257149130106,29.741021980065852,0.0,0.0,2.0,1030.0,1010.0,6.0
