,xG,npxG,goals,xA,assists,key_passes,shots,xGChain,minutes,team_xGA,team_xG,opponent_xGA,opponent_xG,team_goals_conceded,team_goals_scored,saves,opponent_attack_strength,opponent_defense_strength,points
1766,0.0,0.0,0,0.0,0,0,0,0.0,90,2.72578,0.449499,26.738012031652037,70.70305670332164,3.0,0.0,0.0,1320.0,1350.0,2.0
3636,0.0,0.0,0,0.0,0,0,0,0.0,90,1.58487,1.18789,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1280.0,1340.0,1.0
3729,0.0,0.0,0,0.08548465371131897,0,1,0,0.13211026787757876,71,1.2321799999999998,1.04664,26.738012031652037,70.70305670332164,2.0,1.0,0.0,1320.0,1350.0,2.0
808,0.1260615438222885,0.1260615438222885,0,0.0,0,0,2,0.1260615438222885,17,1.98438,0.284781,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1320.0,1350.0,1.0
2706,0.0,0.0,0,0.0,0,0,0,0.1260615438222885,90,1.98438,0.284781,26.738012031652037,70.70305670332164,2.0,0.0,0.0,1320.0,1350.0,2.0
3846,0.031245926395058632,0.031245926395058632,0,0.0,0,0,1,0.1027788445353508,90,1.58487,1.18789,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1280.0,1340.0,2.0
971,0.0,0.0,0,0.0,0,0,0,0.0,9,1.8964299999999998,0.6875439999999999,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1320.0,1350.0,1.0
67,0.7611688375473022,0.0,1,0.05811040848493576,0,1,1,0.05811040848493576,90,1.2756100000000001,2.1141099999999997,26.738012031652037,70.70305670332164,0.0,2.0,0.0,1280.0,1340.0,10.0
6228,0.0,0.0,0,0.0,0,0,0,0.0,22,3.19575,0.200953,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1280.0,1340.0,1.0
1604,0.19464462995529172,0.19464462995529172,0,0.0,0,0,3,0.2471800148487091,90,2.08868,0.33118800000000004,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1320.0,1350.0,2.0
5760,0.022506507113575932,0.022506507113575932,0,0.0,0,0,1,0.10830601304769516,90,2.72578,0.449499,26.738012031652037,70.70305670332164,3.0,0.0,0.0,1320.0,1350.0,1.0
6779,0.0,0.0,0,0.0,0,0,0,0.0,90,2.58593,0.21024299999999999,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1280.0,1340.0,2.0
5455,0.0682063028216362,0.0682063028216362,0,0.0,0,0,1,0.060943465679883964,66,3.1050299999999997,1.60561,26.738012031652037,70.70305670332164,5.0,2.0,0.0,1280.0,1340.0,0.0
3937,0.044134527444839484,0.044134527444839484,0,0.0,0,0,1,0.044134527444839484,90,0.9610879999999999,0.0515836,26.738012031652037,70.70305670332164,4.0,0.0,0.0,1280.0,1340.0,2.0
3833,0.0,0.0,0,0.0,0,0,0,0.07399412244558334,90,3.55196,1.1772799999999999,26.738012031652037,70.70305670332164,4.0,1.0,0.0,1320.0,1350.0,2.0
6988,0.0,0.0,0,0.033057164400815964,0,1,0,0.10821081697940826,69,2.90855,0.177084,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,2.0
1743,0.04244356229901314,0.04244356229901314,0,0.060859501361846924,0,1,1,0.4189864695072174,90,3.18063,0.691013,26.738012031652037,70.70305670332164,3.0,1.0,0.0,1320.0,1350.0,1.0
461,0.0,0.0,0,0.0,0,0,0,0.0,90,2.08868,0.33118800000000004,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1320.0,1350.0,2.0
2808,0.0,0.0,0,0.0,0,0,0,0.0,80,1.44633,2.86721,26.738012031652037,70.70305670332164,1.0,5.0,0.0,1280.0,1340.0,2.0
21,0.0,0.0,0,0.3569459617137909,1,1,0,0.3569459617137909,90,1.66325,0.761142,26.738012031652037,70.70305670332164,0.0,2.0,0.0,1320.0,1350.0,4.0
2749,0.0,0.0,0,0.0,0,0,0,0.07153292000293733,90,1.58487,1.18789,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1280.0,1340.0,2.0
3717,0.0,0.0,0,0.0,0,0,0,0.0,90,1.43023,0.8383219999999999,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,2.0
6270,0.0,0.0,0,0.0,0,0,0,0.17591549456119535,90,1.2756100000000001,2.1141099999999997,26.738012031652037,70.70305670332164,0.0,2.0,6.0,1280.0,1340.0,8.0
156,0.5319881439208984,0.5319881439208984,0,0.0,0,0,4,1.0397082567214966,90,1.41533,2.56662,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1320.0,1350.0,1.0
3663,0.0,0.0,0,0.0,0,0,0,0.2874681353569031,90,1.66325,0.761142,26.738012031652037,70.70305670332164,0.0,2.0,0.0,1320.0,1350.0,3.0
2734,0.0,0.0,0,0.0,0,0,0,0.05289136618375778,90,3.55196,1.1772799999999999,26.738012031652037,70.70305670332164,4.0,1.0,0.0,1320.0,1350.0,2.0
6533,0.0,0.0,0,0.0,0,0,0,0.058054622262716286,90,2.46219,0.4235,26.738012031652037,70.70305670332164,3.0,0.0,0.0,1280.0,1340.0,1.0
3700,0.0,0.0,0,0.0,0,0,0,0.10195108503103256,90,2.08868,0.33118800000000004,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1320.0,1350.0,1.0
3984,0.0,0.0,0,0.0,0,0,0,0.0,90,0.9610879999999999,0.0515836,26.738012031652037,70.70305670332164,4.0,0.0,0.0,1280.0,1340.0,0.0
1623,0.4350222051143646,0.4350222051143646,0,0.01008474547415972,0,1,2,0.4350222051143646,90,1.43023,0.8383219999999999,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,2.0
2825,0.0,0.0,0,0.0,0,0,0,0.0,90,3.34385,0.6017680000000001,26.738012031652037,70.70305670332164,2.0,0.0,0.0,1280.0,1340.0,1.0
5448,0.0,0.0,0,0.0,0,0,0,0.029906081035733226,18,1.98438,0.284781,43.093586042057716,55.02209716895596,0.0,0.0,0.0,1320.0,1350.0,0.0
488,0.5834473371505737,0.5834473371505737,0,1.1976768970489502,1,2,4,1.59505033493042,90,0.760574,1.92892,26.738012031652037,70.70305670332164,2.0,1.0,0.0,1280.0,1340.0,5.0
626,0.032426055520772934,0.032426055520772934,0,0.0,0,0,1,0.1663549393415451,90,0.8924559999999999,0.263739,26.738012031652037,70.70305670332164,1.0,1.0,0.0,1320.0,1350.0,2.0
959,0.0,0.0,0,0.0,0,0,0,0.02264807000756264,27,1.53116,0.15453699999999998,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1280.0,1340.0,1.0
4000,0.0,0.0,0,0.0,0,0,0,0.0,6,3.19575,0.200953,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1280.0,1340.0,1.0
2762,0.050220083445310586,0.050220083445310586,0,0.07680851966142654,0,1,1,0.2526591718196869,90,3.1050299999999997,1.60561,26.738012031652037,70.70305670332164,5.0,2.0,0.0,1280.0,1340.0,2.0
1572,0.0,0.0,0,0.0,0,0,0,0.0,90,3.2619599999999997,0.318824,26.738012031652037,70.70305670332164,2.0,1.0,0.0,1280.0,1340.0,2.0
3897,0.0,0.0,0,0.0,0,0,0,0.3569459617137909,83,1.66325,0.761142,26.738012031652037,70.70305670332164,0.0,2.0,0.0,1320.0,1350.0,6.0
5653,0.0,0.0,0,0.0,0,0,0,0.0,17,3.26328,0.28744400000000003,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1280.0,1340.0,1.0
1596,0.08751717954874039,0.08751717954874039,0,0.008281882852315903,0,1,2,0.3482298851013184,90,2.07651,0.727677,26.738012031652037,70.70305670332164,3.0,1.0,0.0,1320.0,1350.0,2.0
6248,0.0,0.0,0,0.0,0,0,0,0.0,90,2.90855,0.177084,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,1.0
241,0.0,0.0,0,0.0,0,0,0,0.0,20,1.43023,0.8383219999999999,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1280.0,1340.0,1.0
6627,0.0,0.0,0,0.0,0,0,0,0.0,12,2.12153,0.0489155,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1320.0,1350.0,0.0
980,0.17524980008602142,0.17524980008602142,2,0.0,0,0,2,0.17524980008602142,90,1.98825,0.17525,26.738012031652037,70.70305670332164,1.0,2.0,0.0,1280.0,1340.0,17.0
6187,0.0,0.0,0,0.0,0,0,0,0.0,8,2.12153,0.0489155,26.738012031652037,70.70305670332164,0.0,0.0,0.0,1320.0,1350.0,1.0
4005,0.0,0.0,0,0.0,0,0,0,0.1260615438222885,90,1.98438,0.284781,26.738012031652037,70.70305670332164,2.0,0.0,0.0,1320.0,1350.0,0.0
3649,0.0,0.0,0,0.0,0,0,0,0.07990524917840958,90,2.46219,0.4235,26.738012031652037,70.70305670332164,3.0,0.0,0.0,1280.0,1340.0,2.0
6811,0.0,0.0,0,0.05711736902594566,0,1,0,0.05711736902594566,61,1.5634,0.801733,26.738012031652037,70.70305670332164,2.0,1.0,0.0,1320.0,1350.0,-3.0
6176,0.0,0.0,0,0.0,0,0,0,0.0,90,2.90855,0.177084,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,2.0
477,0.0,0.0,0,0.4798092246055603,0,2,0,0.4798092246055603,90,1.43023,0.8383219999999999,26.738012031652037,70.70305670332164,1.0,0.0,0.0,1280.0,1340.0,2.0
3912,0.0,0.0,0,0.0,0,0,0,0.07990524917840958,73,2.46219,0.4235,26.738012031652037,70.70305670332164,3.0,0.0,0.0,1280.0,1340.0,1.0
2851,0.0,0.0,0,0.0,0,0,0,0.0,90,2.12153,0.0489155,26.738012031652037,70.70305670332164,2.0,0.0,0.0,1320.0,1350.0,1.0
6372,0.0,0.0,0,0.0,0,0,0,0.3040073812007904,90,1.78667,1.23525,38.369633939582855,60.08621301781386,3.0,2.0,0.0,1280.0,1310.0,1.0
5529,0.015543725341558456,0.015543725341558456,0,0.0,0,0,1,0.015543725341558456,90,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,3.0
895,0.10381139814853667,0.10381139814853667,0,0.0,0,0,1,0.12473344057798386,19,2.1141099999999997,1.2756100000000001,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,1.0
2939,0.6114954352378845,0.6114954352378845,1,0.08262842893600464,1,1,1,0.6941238641738892,82,1.7176900000000002,1.5571,38.369633939582855,60.08621301781386,3.0,3.0,0.0,1250.0,1240.0,10.0
3929,0.032427556812763214,0.032427556812763214,0,0.0,0,0,1,0.4542944431304932,90,0.584016,0.742397,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,2.0
1871,0.01588647998869419,0.01588647998869419,0,0.0,0,0,1,0.08931148797273636,90,2.47547,0.498783,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1280.0,1310.0,2.0
1656,1.3631384372711182,1.3631384372711182,1,0.05021046102046967,0,1,2,1.3631384372711182,90,1.7347400000000002,1.4107100000000001,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,9.0
685,0.06691060960292816,0.06691060960292816,1,0.15269555151462555,1,2,1,0.1401410698890686,90,2.47547,0.498783,38.369633939582855,60.08621301781386,3.0,2.0,0.0,1280.0,1310.0,11.0
4681,0.0,0.0,0,0.0,0,0,0,0.5140529274940491,90,1.0973700000000002,1.9145599999999998,38.369633939582855,60.08621301781386,1.0,3.0,0.0,1250.0,1240.0,2.0
3704,0.037529978901147835,0.037529978901147835,0,0.048993773758411414,0,1,2,0.21844059228897092,90,1.51332,0.747166,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,8.0
2230,0.03163255006074905,0.03163255006074905,0,0.0,0,0,1,0.03163255006074905,73,1.11635,0.21683400000000003,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,3.0
348,0.9544007182121276,0.19323189556598666,2,0.4050963819026947,0,4,4,0.9577271342277528,90,1.0973700000000002,1.9145599999999998,38.369633939582855,60.08621301781386,1.0,3.0,0.0,1250.0,1240.0,15.0
2518,0.0,0.0,0,0.0,0,0,0,0.0,11,1.0973700000000002,1.9145599999999998,38.369633939582855,60.08621301781386,1.0,3.0,0.0,1250.0,1240.0,1.0
1249,0.0,0.0,0,0.0,0,0,0,0.0,5,2.09737,0.921801,38.369633939582855,60.08621301781386,1.0,1.0,0.0,1280.0,1310.0,1.0
6204,0.0,0.0,0,0.0,0,0,0,0.0,90,1.7176900000000002,1.5571,38.369633939582855,60.08621301781386,3.0,3.0,0.0,1250.0,1240.0,1.0
4633,0.016900191083550453,0.016900191083550453,0,0.02508298121392727,0,1,1,0.7089483737945557,90,0.35954,1.1729399999999999,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,9.0
6727,0.0,0.0,0,0.0,0,0,0,0.2689846754074097,42,4.777430000000001,1.63467,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1250.0,1240.0,1.0
1241,0.0,0.0,0,0.0,0,0,0,0.12308116257190704,84,1.5964200000000002,0.37646399999999997,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1280.0,1310.0,2.0
1861,0.0,0.0,0,0.0,0,0,0,0.0,90,5.0325,0.507893,38.369633939582855,60.08621301781386,9.0,0.0,0.0,1250.0,1240.0,1.0
3921,0.16000600159168246,0.16000600159168246,0,0.0,0,0,2,0.22104761004447934,49,0.8734350000000001,3.3017,38.369633939582855,60.08621301781386,1.0,6.0,0.0,1250.0,1240.0,0.0
928,0.3333064317703247,0.3333064317703247,0,0.016576746478676796,0,1,1,0.34988316893577576,90,5.0325,0.507893,38.369633939582855,60.08621301781386,9.0,0.0,0.0,1250.0,1240.0,2.0
3367,0.055800404399633415,0.055800404399633415,0,0.0222280602902174,0,2,1,0.07549650222063065,90,2.87455,0.9598040000000001,38.369633939582855,60.08621301781386,3.0,1.0,0.0,1250.0,1240.0,2.0
6915,0.0,0.0,0,0.0,0,0,0,0.09359919279813766,90,1.70128,0.463737,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
1233,0.08262842893600464,0.08262842893600464,1,0.0,0,0,1,0.08262842893600464,70,1.7176900000000002,1.5571,38.369633939582855,60.08621301781386,2.0,3.0,0.0,1250.0,1240.0,7.0
4674,0.0,0.0,0,0.0,0,0,0,0.0,5,1.18929,1.20205,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,1.0
4645,0.0,0.0,0,0.01617071963846684,0,1,0,0.04275396093726158,90,1.51332,0.747166,52.86915616132318,30.601576529443264,0.0,0.0,0.0,1280.0,1310.0,0.0
3349,0.05832311138510704,0.05832311138510704,0,0.5690121054649353,0,2,1,0.6273351907730103,48,0.35954,1.1729399999999999,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,1.0
3696,0.0,0.0,0,0.0,0,0,0,0.3668575882911682,77,1.5758299999999998,2.9765900000000003,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1280.0,1310.0,2.0
4667,0.0,0.0,0,0.0,0,0,0,0.0,8,1.7176900000000002,1.5571,38.369633939582855,60.08621301781386,0.0,3.0,0.0,1250.0,1240.0,1.0
2826,0.08124493062496185,0.08124493062496185,0,0.0,0,0,1,0.045174669474363334,90,2.46473,1.56434,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,1.0
5989,0.0,0.0,0,0.0,0,0,0,0.0,90,1.48207,0.411046,38.369633939582855,60.08621301781386,1.0,0.0,2.0,1250.0,1240.0,1.0
3905,0.0,0.0,0,0.008669714443385601,0,1,0,0.008669714443385601,9,2.09737,0.921801,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1280.0,1310.0,1.0
5457,0.0,0.0,0,0.0,0,0,0,0.016576746478676796,90,5.0325,0.507893,38.369633939582855,60.08621301781386,9.0,0.0,0.0,1250.0,1240.0,-3.0
6850,0.06914961338043213,0.06914961338043213,0,0.0,0,0,1,0.13321515917778015,90,2.42994,0.438646,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
4620,0.0,0.0,0,0.0,0,0,0,0.0,90,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,3.0,1250.0,1240.0,7.0
4514,0.0,0.0,0,0.015543725341558456,0,1,0,0.015543725341558456,90,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,6.0
3675,0.0,0.0,0,0.0,0,0,0,0.0,90,1.7347400000000002,1.4107100000000001,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,2.0
2204,0.08178959786891937,0.08178959786891937,0,0.3861147463321686,1,1,1,0.6138237118721008,85,2.09737,0.921801,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1280.0,1310.0,5.0
2574,0.03902500867843628,0.03902500867843628,0,0.0,0,0,1,0.185535341501236,13,1.5758299999999998,2.9765900000000003,38.369633939582855,60.08621301781386,1.0,2.0,0.0,1280.0,1310.0,1.0
4479,0.3670164942741394,0.3670164942741394,0,0.0,0,0,1,0.6163202524185181,90,1.78708,2.5300599999999998,38.369633939582855,60.08621301781386,3.0,1.0,0.0,1280.0,1310.0,1.0
3466,0.0,0.0,0,0.0,0,0,0,0.3715932369232178,90,2.46473,1.56434,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,1.0
1332,0.16274593770503998,0.16274593770503998,0,0.016900191083550453,0,1,3,0.3770495355129242,90,0.35954,1.1729399999999999,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,3.0
6733,0.0,0.0,0,0.0,0,0,0,0.0,21,1.11635,0.21683400000000003,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,1.0
3978,0.0,0.0,0,0.0,0,0,0,0.0,90,0.584016,0.742397,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,8.0
6344,0.0,0.0,0,0.03633948788046837,0,1,0,0.19300328195095065,90,1.78667,1.23525,38.369633939582855,60.08621301781386,3.0,2.0,0.0,1280.0,1310.0,1.0
2110,0.0,0.0,0,0.5810050964355469,1,1,0,0.0,90,1.7176900000000002,1.5571,38.369633939582855,60.08621301781386,3.0,3.0,0.0,1250.0,1240.0,3.0
674,0.17458613216876984,0.17458613216876984,0,0.0,0,0,2,0.016576746478676796,90,5.0325,0.507893,38.369633939582855,60.08621301781386,9.0,0.0,0.0,1250.0,1240.0,2.0
785,0.08608820289373398,0.08608820289373398,0,0.06505926698446274,0,1,2,0.22395218908786774,71,2.1141099999999997,1.2756100000000001,38.369633939582855,60.08621301781386,2.0,0.0,0.0,1280.0,1310.0,2.0
2590,0.0,0.0,0,0.019875751808285717,0,1,0,0.3708404004573822,90,1.78708,2.5300599999999998,38.369633939582855,60.08621301781386,3.0,1.0,0.0,1280.0,1310.0,1.0
1352,0.0,0.0,0,0.0,0,0,0,0.0,17,0.6484270000000001,0.219906,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1250.0,1240.0,1.0
475,0.8253656029701233,0.06419678032398224,1,0.05637845024466515,0,1,2,0.12057522684335707,87,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,8.0
4438,0.06189734488725662,0.06189734488725662,1,0.0,0,0,1,0.04934286326169968,90,2.47547,0.498783,38.369633939582855,60.08621301781386,3.0,2.0,0.0,1280.0,1310.0,8.0
960,0.0439084991812706,0.0439084991812706,0,0.0,0,0,1,0.17081032693386078,83,0.9931,0.6895479999999999,38.369633939582855,60.08621301781386,1.0,2.0,0.0,1250.0,1240.0,2.0
1621,0.06750702857971191,0.06750702857971191,0,0.0,0,0,2,0.058052685111761086,90,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,3.0
4427,0.0,0.0,0,0.0,0,0,0,0.0,88,5.0325,0.507893,38.369633939582855,60.08621301781386,9.0,0.0,0.0,1250.0,1240.0,-7.0
3668,0.012918554246425629,0.012918554246425629,0,0.3009735941886902,1,2,1,0.5557929873466492,90,0.8734350000000001,3.3017,38.369633939582855,60.08621301781386,1.0,6.0,0.0,1250.0,1240.0,5.0
3995,0.0,0.0,0,0.0,0,0,0,0.0,9,1.7256,0.341778,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,1.0
3487,0.0,0.0,0,0.13323546946048734,0,2,0,0.2228384166955948,90,2.08423,1.0396,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1280.0,1310.0,1.0
6340,0.0,0.0,0,0.0439084991812706,0,1,0,0.32794904708862305,90,0.9931,0.6895479999999999,38.369633939582855,60.08621301781386,1.0,2.0,0.0,1250.0,1240.0,2.0
1386,0.21065056324005127,0.21065056324005127,0,0.6269454956054688,0,8,4,0.7775374054908752,90,2.1141099999999997,1.2756100000000001,38.369633939582855,60.08621301781386,2.0,0.0,0.0,1280.0,1310.0,2.0
3969,0.0,0.0,0,0.0,0,0,0,0.05556850880384445,90,0.6484270000000001,0.219906,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1250.0,1240.0,6.0
4522,0.008815466426312923,0.008815466426312923,0,0.0,0,0,1,0.0,90,1.11635,0.21683400000000003,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,6.0
2739,0.03718603029847145,0.03718603029847145,0,0.04644188284873962,0,1,1,0.29714906215667725,89,1.18929,1.20205,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,3.0
2226,0.0,0.0,0,0.0,0,0,0,0.33994466066360474,41,0.8734350000000001,3.3017,38.369633939582855,60.08621301781386,0.0,6.0,0.0,1250.0,1240.0,1.0
3383,0.0,0.0,0,0.0,0,0,0,0.0,21,1.23996,0.648582,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1280.0,1310.0,1.0
179,0.04357380419969559,0.04357380419969559,0,0.0,0,0,1,0.04357380419969559,90,1.5964200000000002,0.37646399999999997,38.369633939582855,60.08621301781386,3.0,1.0,0.0,1280.0,1310.0,5.0
2039,0.0,0.0,0,0.0,0,0,0,0.09359919279813766,90,1.70128,0.463737,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,0.0
2536,0.0,0.0,0,0.0,0,0,0,0.04199294373393059,21,1.48207,0.411046,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,1.0
556,0.022273875772953037,0.022273875772953037,1,0.0,0,0,1,0.07734724879264833,90,2.08423,1.0396,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1280.0,1310.0,7.0
4606,0.0,0.0,0,0.0,0,0,0,0.0620318353176117,90,1.51332,0.747166,38.369633939582855,60.08621301781386,0.0,0.0,3.0,1280.0,1310.0,7.0
6783,0.0,0.0,0,0.0,0,0,0,0.06406554579734802,90,2.42994,0.438646,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
850,0.03431173786520958,0.03431173786520958,0,0.04124042391777039,0,1,1,0.07555215805768968,90,1.70128,0.463737,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
1848,0.0,0.0,0,0.0,0,0,0,0.500937819480896,90,1.5758299999999998,2.9765900000000003,38.369633939582855,60.08621301781386,3.0,2.0,0.0,1280.0,1310.0,-2.0
5328,0.018185731023550037,0.018185731023550037,0,0.02648235484957695,0,1,1,0.4651578068733215,90,1.6840099999999998,0.7536689999999999,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1280.0,1310.0,2.0
4721,0.033277478069067,0.033277478069067,0,0.0,0,0,1,0.0913301631808281,90,0.394113,0.998072,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,3.0
6583,0.0,0.0,0,0.07397634536027907,0,1,0,0.07397634536027907,90,1.48207,0.411046,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
127,0.0,0.0,0,0.10386233031749724,0,2,0,0.10386233031749724,90,1.11635,0.21683400000000003,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,1.0
4571,0.0,0.0,0,0.022402463480830196,0,1,0,0.6414777040481567,90,2.1141099999999997,1.2756100000000001,38.369633939582855,60.08621301781386,2.0,0.0,0.0,1280.0,1310.0,1.0
5523,0.01076718047261238,0.01076718047261238,0,0.01705422252416611,0,1,1,0.21844059228897092,90,1.51332,0.747166,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,3.0
2550,0.0,0.0,0,0.3448484539985657,0,1,0,0.4595474302768707,90,1.7347400000000002,1.4107100000000001,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,1.0
6905,0.0,0.0,0,0.0,0,0,0,0.0,10,2.46473,1.56434,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,1.0
3434,0.036985475569963455,0.036985475569963455,0,0.0,0,0,1,0.22005519270896912,90,2.46473,1.56434,38.369633939582855,60.08621301781386,2.0,1.0,0.0,1250.0,1240.0,2.0
3950,0.3095819354057312,0.3095819354057312,0,0.0,0,0,3,0.3095819354057312,85,1.0973700000000002,1.9145599999999998,38.369633939582855,60.08621301781386,1.0,3.0,0.0,1250.0,1240.0,5.0
4556,0.10449580103158952,0.10449580103158952,1,0.0,0,0,1,0.4117006957530975,74,4.777430000000001,1.63467,38.369633939582855,60.08621301781386,6.0,2.0,0.0,1250.0,1240.0,5.0
6648,0.0,0.0,0,0.0,0,0,0,0.07434210181236267,90,4.777430000000001,1.63467,38.369633939582855,60.08621301781386,6.0,2.0,8.0,1250.0,1240.0,1.0
1750,0.12243570387363435,0.12243570387363435,0,0.0,0,0,3,0.15919987857341766,82,0.6484270000000001,0.219906,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1250.0,1240.0,3.0
1282,0.03064066171646118,0.03064066171646118,0,0.0,0,0,2,0.18830884993076324,90,2.08423,1.0396,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1280.0,1310.0,3.0
4539,0.030933989211916924,0.030933989211916924,0,0.0,0,0,1,0.32002297043800354,42,4.777430000000001,1.63467,38.369633939582855,60.08621301781386,2.0,2.0,0.0,1250.0,1240.0,0.0
3958,0.028303707018494606,0.028303707018494606,0,0.05832311138510704,0,1,1,0.7907112240791321,90,0.35954,1.1729399999999999,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,6.0
4587,0.0,0.0,0,0.0,0,0,0,0.3830433487892151,90,0.5916170000000001,1.28434,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1250.0,1240.0,6.0
3308,0.020952191203832626,0.020952191203832626,0,0.0,0,0,1,0.020952191203832626,11,1.7256,0.341778,38.369633939582855,60.08621301781386,0.0,1.0,0.0,1250.0,1240.0,1.0
645,0.030909033492207524,0.030909033492207524,0,0.17072562873363495,0,2,1,0.3387955129146576,90,1.18929,1.20205,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,3.0
1,0.08632980287075043,0.08632980287075043,0,0.0,0,0,3,0.4724445641040802,90,2.09737,0.921801,38.369633939582855,60.08621301781386,3.0,1.0,0.0,1280.0,1310.0,2.0
604,0.2843233644962311,0.2843233644962311,0,0.0,0,0,3,0.31863507628440857,90,1.70128,0.463737,38.369633939582855,60.08621301781386,1.0,0.0,0.0,1250.0,1240.0,2.0
3794,0.051474418491125114,0.051474418491125114,0,0.09359919279813766,0,1,1,0.14507360756397247,26,1.70128,0.463737,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1250.0,1240.0,1.0
5108,0.336028516292572,0.336028516292572,0,0.0,0,0,1,0.336028516292572,90,0.584016,0.742397,38.369633939582855,60.08621301781386,0.0,0.0,0.0,1280.0,1310.0,8.0
